Country.Region,date,total_count
Denmark,2.01.20,0
Dominican Republic,2.01.20,0
Ecuador,2.01.20,0
Egypt,2.01.20,0
Estonia,2.01.20,0
Faroe Islands,2.01.20,0
Finland,2.01.20,1
France,2.01.20,6
French Guiana,2.01.20,0
Georgia,2.01.20,0
Germany,2.01.20,8
Gibraltar,2.01.20,0
Greece,2.01.20,0
Hong Kong,2.01.20,13
Hungary,2.01.20,0
Iceland,2.01.20,0
India,2.01.20,1
Indonesia,2.01.20,0
Iran,2.01.20,0
Iraq,2.01.20,0
Ireland,2.01.20,0
Israel,2.01.20,0
Italy,2.01.20,2
Japan,2.01.20,20
Jordan,2.01.20,0
Kuwait,2.01.20,0
Latvia,2.01.20,0
Lebanon,2.01.20,0
Liechtenstein,2.01.20,0
Lithuania,2.01.20,0
Luxembourg,2.01.20,0
Macau,2.01.20,7
Mainland China,2.01.20,11871
Malaysia,2.01.20,8
Malta,2.01.20,0
Martinique,2.01.20,0
Mexico,2.01.20,0
Monaco,2.01.20,0
Morocco,2.01.20,0
Nepal,2.01.20,1
Netherlands,2.01.20,0
New Zealand,2.01.20,0
Nigeria,2.01.20,0
North Macedonia,2.01.20,0
Norway,2.01.20,0
Oman,2.01.20,0
Others,2.01.20,0
Pakistan,2.01.20,0
Palestine,2.01.20,0
Peru,2.01.20,0
Philippines,2.01.20,1
Poland,2.01.20,0
Portugal,2.01.20,0
Qatar,2.01.20,0
Romania,2.01.20,0
Russia,2.01.20,2
Saint Barthelemy,2.01.20,0
San Marino,2.01.20,0
Saudi Arabia,2.01.20,0
Senegal,2.01.20,0
Serbia,2.01.20,0
Singapore,2.01.20,16
Slovakia,2.01.20,0
Slovenia,2.01.20,0
South Africa,2.01.20,0
South Korea,2.01.20,12
Spain,2.01.20,1
Sri Lanka,2.01.20,1
Sweden,2.01.20,1
Switzerland,2.01.20,0
Taiwan,2.01.20,10
Thailand,2.01.20,19
Togo,2.01.20,0
Tunisia,2.01.20,0
UK,2.01.20,2
Ukraine,2.01.20,0
United Arab Emirates,2.01.20,4
US,2.01.20,8
Vatican City,2.01.20,0
Vietnam,2.01.20,6
Afghanistan,2.10.20,0
Algeria,2.10.20,0
Andorra,2.10.20,0
Argentina,2.10.20,0
Armenia,2.10.20,0
Australia,2.10.20,15
Austria,2.10.20,0
Azerbaijan,2.10.20,0
Bahrain,2.10.20,0
Belarus,2.10.20,0
Belgium,2.10.20,1
Bhutan,2.10.20,0
Bosnia and Herzegovina,2.10.20,0
Brazil,2.10.20,0
Cambodia,2.10.20,1
Cameroon,2.10.20,0
Canada,2.10.20,7
Chile,2.10.20,0
Colombia,2.10.20,0
Costa Rica,2.10.20,0
Croatia,2.10.20,0
Czech Republic,2.10.20,0
Denmark,2.10.20,0
Dominican Republic,2.10.20,0
Ecuador,2.10.20,0
Egypt,2.10.20,0
Estonia,2.10.20,0
Faroe Islands,2.10.20,0
Finland,2.10.20,1
France,2.10.20,11
French Guiana,2.10.20,0
Georgia,2.10.20,0
Germany,2.10.20,14
Gibraltar,2.10.20,0
Greece,2.10.20,0
Hong Kong,2.10.20,38
Hungary,2.10.20,0
Iceland,2.10.20,0
India,2.10.20,3
Indonesia,2.10.20,0
Iran,2.10.20,0
Iraq,2.10.20,0
Ireland,2.10.20,0
Israel,2.10.20,0
Italy,2.10.20,3
Japan,2.10.20,26
Jordan,2.10.20,0
Kuwait,2.10.20,0
Latvia,2.10.20,0
Lebanon,2.10.20,0
Liechtenstein,2.10.20,0
Lithuania,2.10.20,0
Luxembourg,2.10.20,0
Macau,2.10.20,10
Mainland China,2.10.20,42306
Malaysia,2.10.20,18
Malta,2.10.20,0
Martinique,2.10.20,0
Mexico,2.10.20,0
Monaco,2.10.20,0
Morocco,2.10.20,0
Nepal,2.10.20,1
Netherlands,2.10.20,0
New Zealand,2.10.20,0
Nigeria,2.10.20,0
North Macedonia,2.10.20,0
Norway,2.10.20,0
Oman,2.10.20,0
Others,2.10.20,135
Pakistan,2.10.20,0
Palestine,2.10.20,0
Peru,2.10.20,0
Philippines,2.10.20,3
Poland,2.10.20,0
Portugal,2.10.20,0
Qatar,2.10.20,0
Romania,2.10.20,0
Russia,2.10.20,2
Saint Barthelemy,2.10.20,0
San Marino,2.10.20,0
Saudi Arabia,2.10.20,0
Senegal,2.10.20,0
Serbia,2.10.20,0
Singapore,2.10.20,45
Slovakia,2.10.20,0
Slovenia,2.10.20,0
South Africa,2.10.20,0
South Korea,2.10.20,27
Spain,2.10.20,2
Sri Lanka,2.10.20,1
Sweden,2.10.20,1
Switzerland,2.10.20,0
Taiwan,2.10.20,18
Thailand,2.10.20,32
Togo,2.10.20,0
Tunisia,2.10.20,0
UK,2.10.20,8
Ukraine,2.10.20,0
United Arab Emirates,2.10.20,8
US,2.10.20,12
Vatican City,2.10.20,0
Vietnam,2.10.20,14
Afghanistan,2.11.20,0
Algeria,2.11.20,0
Andorra,2.11.20,0
Argentina,2.11.20,0
Armenia,2.11.20,0
Australia,2.11.20,15
Austria,2.11.20,0
Azerbaijan,2.11.20,0
Bahrain,2.11.20,0
Belarus,2.11.20,0
Belgium,2.11.20,1
Bhutan,2.11.20,0
Bosnia and Herzegovina,2.11.20,0
Brazil,2.11.20,0
Cambodia,2.11.20,1
Cameroon,2.11.20,0
Canada,2.11.20,7
Chile,2.11.20,0
Colombia,2.11.20,0
Costa Rica,2.11.20,0
Croatia,2.11.20,0
Czech Republic,2.11.20,0
Denmark,2.11.20,0
Dominican Republic,2.11.20,0
Ecuador,2.11.20,0
Egypt,2.11.20,0
Estonia,2.11.20,0
Faroe Islands,2.11.20,0
Finland,2.11.20,1
France,2.11.20,11
French Guiana,2.11.20,0
Georgia,2.11.20,0
Germany,2.11.20,16
Gibraltar,2.11.20,0
Greece,2.11.20,0
Hong Kong,2.11.20,49
Hungary,2.11.20,0
Iceland,2.11.20,0
India,2.11.20,3
Indonesia,2.11.20,0
Iran,2.11.20,0
Iraq,2.11.20,0
Ireland,2.11.20,0
Israel,2.11.20,0
Italy,2.11.20,3
Japan,2.11.20,26
Jordan,2.11.20,0
Kuwait,2.11.20,0
Latvia,2.11.20,0
Lebanon,2.11.20,0
Liechtenstein,2.11.20,0
Lithuania,2.11.20,0
Luxembourg,2.11.20,0
Macau,2.11.20,10
Mainland China,2.11.20,44327
Malaysia,2.11.20,18
Malta,2.11.20,0
Martinique,2.11.20,0
Mexico,2.11.20,0
Monaco,2.11.20,0
Morocco,2.11.20,0
Nepal,2.11.20,1
Netherlands,2.11.20,0
New Zealand,2.11.20,0
Nigeria,2.11.20,0
North Macedonia,2.11.20,0
Norway,2.11.20,0
Oman,2.11.20,0
Others,2.11.20,135
Pakistan,2.11.20,0
Palestine,2.11.20,0
Peru,2.11.20,0
Philippines,2.11.20,3
Poland,2.11.20,0
Portugal,2.11.20,0
Qatar,2.11.20,0
Romania,2.11.20,0
Russia,2.11.20,2
Saint Barthelemy,2.11.20,0
San Marino,2.11.20,0
Saudi Arabia,2.11.20,0
Senegal,2.11.20,0
Serbia,2.11.20,0
Singapore,2.11.20,47
Slovakia,2.11.20,0
Slovenia,2.11.20,0
South Africa,2.11.20,0
South Korea,2.11.20,28
Spain,2.11.20,2
Sri Lanka,2.11.20,1
Sweden,2.11.20,1
Switzerland,2.11.20,0
Taiwan,2.11.20,18
Thailand,2.11.20,33
Togo,2.11.20,0
Tunisia,2.11.20,0
UK,2.11.20,8
Ukraine,2.11.20,0
United Arab Emirates,2.11.20,8
US,2.11.20,13
Vatican City,2.11.20,0
Vietnam,2.11.20,15
Afghanistan,2.12.20,0
Algeria,2.12.20,0
Andorra,2.12.20,0
Argentina,2.12.20,0
Armenia,2.12.20,0
Australia,2.12.20,15
Austria,2.12.20,0
Azerbaijan,2.12.20,0
Bahrain,2.12.20,0
Belarus,2.12.20,0
Belgium,2.12.20,1
Bhutan,2.12.20,0
Bosnia and Herzegovina,2.12.20,0
Brazil,2.12.20,0
Cambodia,2.12.20,1
Cameroon,2.12.20,0
Canada,2.12.20,7
Chile,2.12.20,0
Colombia,2.12.20,0
Costa Rica,2.12.20,0
Croatia,2.12.20,0
Czech Republic,2.12.20,0
Denmark,2.12.20,0
Dominican Republic,2.12.20,0
Ecuador,2.12.20,0
Egypt,2.12.20,0
Estonia,2.12.20,0
Faroe Islands,2.12.20,0
Finland,2.12.20,1
France,2.12.20,11
French Guiana,2.12.20,0
Georgia,2.12.20,0
Germany,2.12.20,16
Gibraltar,2.12.20,0
Greece,2.12.20,0
Hong Kong,2.12.20,50
Hungary,2.12.20,0
Iceland,2.12.20,0
India,2.12.20,3
Indonesia,2.12.20,0
Iran,2.12.20,0
Iraq,2.12.20,0
Ireland,2.12.20,0
Israel,2.12.20,0
Italy,2.12.20,3
Japan,2.12.20,28
Jordan,2.12.20,0
Kuwait,2.12.20,0
Latvia,2.12.20,0
Lebanon,2.12.20,0
Liechtenstein,2.12.20,0
Lithuania,2.12.20,0
Luxembourg,2.12.20,0
Macau,2.12.20,10
Mainland China,2.12.20,44699
Malaysia,2.12.20,18
Malta,2.12.20,0
Martinique,2.12.20,0
Mexico,2.12.20,0
Monaco,2.12.20,0
Morocco,2.12.20,0
Nepal,2.12.20,1
Netherlands,2.12.20,0
New Zealand,2.12.20,0
Nigeria,2.12.20,0
North Macedonia,2.12.20,0
Norway,2.12.20,0
Oman,2.12.20,0
Others,2.12.20,175
Pakistan,2.12.20,0
Palestine,2.12.20,0
Peru,2.12.20,0
Philippines,2.12.20,3
Poland,2.12.20,0
Portugal,2.12.20,0
Qatar,2.12.20,0
Romania,2.12.20,0
Russia,2.12.20,2
Saint Barthelemy,2.12.20,0
San Marino,2.12.20,0
Saudi Arabia,2.12.20,0
Senegal,2.12.20,0
Serbia,2.12.20,0
Singapore,2.12.20,50
Slovakia,2.12.20,0
Slovenia,2.12.20,0
South Africa,2.12.20,0
South Korea,2.12.20,28
Spain,2.12.20,2
Sri Lanka,2.12.20,1
Sweden,2.12.20,1
Switzerland,2.12.20,0
Taiwan,2.12.20,18
Thailand,2.12.20,33
Togo,2.12.20,0
Tunisia,2.12.20,0
UK,2.12.20,9
Ukraine,2.12.20,0
United Arab Emirates,2.12.20,8
US,2.12.20,13
Vatican City,2.12.20,0
Vietnam,2.12.20,15
Afghanistan,2.13.20,0
Algeria,2.13.20,0
Andorra,2.13.20,0
Argentina,2.13.20,0
Armenia,2.13.20,0
Australia,2.13.20,15
Austria,2.13.20,0
Azerbaijan,2.13.20,0
Bahrain,2.13.20,0
Belarus,2.13.20,0
Belgium,2.13.20,1
Bhutan,2.13.20,0
Bosnia and Herzegovina,2.13.20,0
Brazil,2.13.20,0
Cambodia,2.13.20,1
Cameroon,2.13.20,0
Canada,2.13.20,7
Chile,2.13.20,0
Colombia,2.13.20,0
Costa Rica,2.13.20,0
Croatia,2.13.20,0
Czech Republic,2.13.20,0
Denmark,2.13.20,0
Dominican Republic,2.13.20,0
Ecuador,2.13.20,0
Egypt,2.13.20,0
Estonia,2.13.20,0
Faroe Islands,2.13.20,0
Finland,2.13.20,1
France,2.13.20,11
French Guiana,2.13.20,0
Georgia,2.13.20,0
Germany,2.13.20,16
Gibraltar,2.13.20,0
Greece,2.13.20,0
Hong Kong,2.13.20,53
Hungary,2.13.20,0
Iceland,2.13.20,0
India,2.13.20,3
Indonesia,2.13.20,0
Iran,2.13.20,0
Iraq,2.13.20,0
Ireland,2.13.20,0
Israel,2.13.20,0
Italy,2.13.20,3
Japan,2.13.20,28
Jordan,2.13.20,0
Kuwait,2.13.20,0
Latvia,2.13.20,0
Lebanon,2.13.20,0
Liechtenstein,2.13.20,0
Lithuania,2.13.20,0
Luxembourg,2.13.20,0
Macau,2.13.20,10
Mainland China,2.13.20,59832
Malaysia,2.13.20,19
Malta,2.13.20,0
Martinique,2.13.20,0
Mexico,2.13.20,0
Monaco,2.13.20,0
Morocco,2.13.20,0
Nepal,2.13.20,1
Netherlands,2.13.20,0
New Zealand,2.13.20,0
Nigeria,2.13.20,0
North Macedonia,2.13.20,0
Norway,2.13.20,0
Oman,2.13.20,0
Others,2.13.20,175
Pakistan,2.13.20,0
Palestine,2.13.20,0
Peru,2.13.20,0
Philippines,2.13.20,3
Poland,2.13.20,0
Portugal,2.13.20,0
Qatar,2.13.20,0
Romania,2.13.20,0
Russia,2.13.20,2
Saint Barthelemy,2.13.20,0
San Marino,2.13.20,0
Saudi Arabia,2.13.20,0
Senegal,2.13.20,0
Serbia,2.13.20,0
Singapore,2.13.20,58
Slovakia,2.13.20,0
Slovenia,2.13.20,0
South Africa,2.13.20,0
South Korea,2.13.20,28
Spain,2.13.20,2
Sri Lanka,2.13.20,1
Sweden,2.13.20,1
Switzerland,2.13.20,0
Taiwan,2.13.20,18
Thailand,2.13.20,33
Togo,2.13.20,0
Tunisia,2.13.20,0
UK,2.13.20,9
Ukraine,2.13.20,0
United Arab Emirates,2.13.20,8
US,2.13.20,15
Vatican City,2.13.20,0
Vietnam,2.13.20,16
Afghanistan,2.14.20,0
Algeria,2.14.20,0
Andorra,2.14.20,0
Argentina,2.14.20,0
Armenia,2.14.20,0
Australia,2.14.20,15
Austria,2.14.20,0
Azerbaijan,2.14.20,0
Bahrain,2.14.20,0
Belarus,2.14.20,0
Belgium,2.14.20,1
Bhutan,2.14.20,0
Bosnia and Herzegovina,2.14.20,0
Brazil,2.14.20,0
Cambodia,2.14.20,1
Cameroon,2.14.20,0
Canada,2.14.20,7
Chile,2.14.20,0
Colombia,2.14.20,0
Costa Rica,2.14.20,0
Croatia,2.14.20,0
Czech Republic,2.14.20,0
Denmark,2.14.20,0
Dominican Republic,2.14.20,0
Ecuador,2.14.20,0
Egypt,2.14.20,1
Estonia,2.14.20,0
Faroe Islands,2.14.20,0
Finland,2.14.20,1
France,2.14.20,11
French Guiana,2.14.20,0
Georgia,2.14.20,0
Germany,2.14.20,16
Gibraltar,2.14.20,0
Greece,2.14.20,0
Hong Kong,2.14.20,56
Hungary,2.14.20,0
Iceland,2.14.20,0
India,2.14.20,3
Indonesia,2.14.20,0
Iran,2.14.20,0
Iraq,2.14.20,0
Ireland,2.14.20,0
Israel,2.14.20,0
Italy,2.14.20,3
Japan,2.14.20,29
Jordan,2.14.20,0
Kuwait,2.14.20,0
Latvia,2.14.20,0
Lebanon,2.14.20,0
Liechtenstein,2.14.20,0
Lithuania,2.14.20,0
Luxembourg,2.14.20,0
Macau,2.14.20,10
Mainland China,2.14.20,66292
Malaysia,2.14.20,19
Malta,2.14.20,0
Martinique,2.14.20,0
Mexico,2.14.20,0
Monaco,2.14.20,0
Morocco,2.14.20,0
Nepal,2.14.20,1
Netherlands,2.14.20,0
New Zealand,2.14.20,0
Nigeria,2.14.20,0
North Macedonia,2.14.20,0
Norway,2.14.20,0
Oman,2.14.20,0
Others,2.14.20,218
Pakistan,2.14.20,0
Palestine,2.14.20,0
Peru,2.14.20,0
Philippines,2.14.20,3
Poland,2.14.20,0
Portugal,2.14.20,0
Qatar,2.14.20,0
Romania,2.14.20,0
Russia,2.14.20,2
Saint Barthelemy,2.14.20,0
San Marino,2.14.20,0
Saudi Arabia,2.14.20,0
Senegal,2.14.20,0
Serbia,2.14.20,0
Singapore,2.14.20,67
Slovakia,2.14.20,0
Slovenia,2.14.20,0
South Africa,2.14.20,0
South Korea,2.14.20,28
Spain,2.14.20,2
Sri Lanka,2.14.20,1
Sweden,2.14.20,1
Switzerland,2.14.20,0
Taiwan,2.14.20,18
Thailand,2.14.20,33
Togo,2.14.20,0
Tunisia,2.14.20,0
UK,2.14.20,9
Ukraine,2.14.20,0
United Arab Emirates,2.14.20,8
US,2.14.20,15
Vatican City,2.14.20,0
Vietnam,2.14.20,16
Afghanistan,2.15.20,0
Algeria,2.15.20,0
Andorra,2.15.20,0
Argentina,2.15.20,0
Armenia,2.15.20,0
Australia,2.15.20,15
Austria,2.15.20,0
Azerbaijan,2.15.20,0
Bahrain,2.15.20,0
Belarus,2.15.20,0
Belgium,2.15.20,1
Bhutan,2.15.20,0
Bosnia and Herzegovina,2.15.20,0
Brazil,2.15.20,0
Cambodia,2.15.20,1
Cameroon,2.15.20,0
Canada,2.15.20,7
Chile,2.15.20,0
Colombia,2.15.20,0
Costa Rica,2.15.20,0
Croatia,2.15.20,0
Czech Republic,2.15.20,0
Denmark,2.15.20,0
Dominican Republic,2.15.20,0
Ecuador,2.15.20,0
Egypt,2.15.20,1
Estonia,2.15.20,0
Faroe Islands,2.15.20,0
Finland,2.15.20,1
France,2.15.20,12
French Guiana,2.15.20,0
Georgia,2.15.20,0
Germany,2.15.20,16
Gibraltar,2.15.20,0
Greece,2.15.20,0
Hong Kong,2.15.20,56
Hungary,2.15.20,0
Iceland,2.15.20,0
India,2.15.20,3
Indonesia,2.15.20,0
Iran,2.15.20,0
Iraq,2.15.20,0
Ireland,2.15.20,0
Israel,2.15.20,0
Italy,2.15.20,3
Japan,2.15.20,43
Jordan,2.15.20,0
Kuwait,2.15.20,0
Latvia,2.15.20,0
Lebanon,2.15.20,0
Liechtenstein,2.15.20,0
Lithuania,2.15.20,0
Luxembourg,2.15.20,0
Macau,2.15.20,10
Mainland China,2.15.20,68347
Malaysia,2.15.20,22
Malta,2.15.20,0
Martinique,2.15.20,0
Mexico,2.15.20,0
Monaco,2.15.20,0
Morocco,2.15.20,0
Nepal,2.15.20,1
Netherlands,2.15.20,0
New Zealand,2.15.20,0
Nigeria,2.15.20,0
North Macedonia,2.15.20,0
Norway,2.15.20,0
Oman,2.15.20,0
Others,2.15.20,285
Pakistan,2.15.20,0
Palestine,2.15.20,0
Peru,2.15.20,0
Philippines,2.15.20,3
Poland,2.15.20,0
Portugal,2.15.20,0
Qatar,2.15.20,0
Romania,2.15.20,0
Russia,2.15.20,2
Saint Barthelemy,2.15.20,0
San Marino,2.15.20,0
Saudi Arabia,2.15.20,0
Senegal,2.15.20,0
Serbia,2.15.20,0
Singapore,2.15.20,72
Slovakia,2.15.20,0
Slovenia,2.15.20,0
South Africa,2.15.20,0
South Korea,2.15.20,28
Spain,2.15.20,2
Sri Lanka,2.15.20,1
Sweden,2.15.20,1
Switzerland,2.15.20,0
Taiwan,2.15.20,18
Thailand,2.15.20,33
Togo,2.15.20,0
Tunisia,2.15.20,0
UK,2.15.20,9
Ukraine,2.15.20,0
United Arab Emirates,2.15.20,8
US,2.15.20,15
Vatican City,2.15.20,0
Vietnam,2.15.20,16
Afghanistan,2.16.20,0
Algeria,2.16.20,0
Andorra,2.16.20,0
Argentina,2.16.20,0
Armenia,2.16.20,0
Australia,2.16.20,15
Austria,2.16.20,0
Azerbaijan,2.16.20,0
Bahrain,2.16.20,0
Belarus,2.16.20,0
Belgium,2.16.20,1
Bhutan,2.16.20,0
Bosnia and Herzegovina,2.16.20,0
Brazil,2.16.20,0
Cambodia,2.16.20,1
Cameroon,2.16.20,0
Canada,2.16.20,7
Chile,2.16.20,0
Colombia,2.16.20,0
Costa Rica,2.16.20,0
Croatia,2.16.20,0
Czech Republic,2.16.20,0
Denmark,2.16.20,0
Dominican Republic,2.16.20,0
Ecuador,2.16.20,0
Egypt,2.16.20,1
Estonia,2.16.20,0
Faroe Islands,2.16.20,0
Finland,2.16.20,1
France,2.16.20,12
French Guiana,2.16.20,0
Georgia,2.16.20,0
Germany,2.16.20,16
Gibraltar,2.16.20,0
Greece,2.16.20,0
Hong Kong,2.16.20,57
Hungary,2.16.20,0
Iceland,2.16.20,0
India,2.16.20,3
Indonesia,2.16.20,0
Iran,2.16.20,0
Iraq,2.16.20,0
Ireland,2.16.20,0
Israel,2.16.20,0
Italy,2.16.20,3
Japan,2.16.20,59
Jordan,2.16.20,0
Kuwait,2.16.20,0
Latvia,2.16.20,0
Lebanon,2.16.20,0
Liechtenstein,2.16.20,0
Lithuania,2.16.20,0
Luxembourg,2.16.20,0
Macau,2.16.20,10
Mainland China,2.16.20,70446
Malaysia,2.16.20,22
Malta,2.16.20,0
Martinique,2.16.20,0
Mexico,2.16.20,0
Monaco,2.16.20,0
Morocco,2.16.20,0
Nepal,2.16.20,1
Netherlands,2.16.20,0
New Zealand,2.16.20,0
Nigeria,2.16.20,0
North Macedonia,2.16.20,0
Norway,2.16.20,0
Oman,2.16.20,0
Others,2.16.20,355
Pakistan,2.16.20,0
Palestine,2.16.20,0
Peru,2.16.20,0
Philippines,2.16.20,3
Poland,2.16.20,0
Portugal,2.16.20,0
Qatar,2.16.20,0
Romania,2.16.20,0
Russia,2.16.20,2
Saint Barthelemy,2.16.20,0
San Marino,2.16.20,0
Saudi Arabia,2.16.20,0
Senegal,2.16.20,0
Serbia,2.16.20,0
Singapore,2.16.20,75
Slovakia,2.16.20,0
Slovenia,2.16.20,0
South Africa,2.16.20,0
South Korea,2.16.20,29
Spain,2.16.20,2
Sri Lanka,2.16.20,1
Sweden,2.16.20,1
Switzerland,2.16.20,0
Taiwan,2.16.20,20
Thailand,2.16.20,34
Togo,2.16.20,0
Tunisia,2.16.20,0
UK,2.16.20,9
Ukraine,2.16.20,0
United Arab Emirates,2.16.20,9
US,2.16.20,15
Vatican City,2.16.20,0
Vietnam,2.16.20,16
Afghanistan,2.17.20,0
Algeria,2.17.20,0
Andorra,2.17.20,0
Argentina,2.17.20,0
Armenia,2.17.20,0
Australia,2.17.20,15
Austria,2.17.20,0
Azerbaijan,2.17.20,0
Bahrain,2.17.20,0
Belarus,2.17.20,0
Belgium,2.17.20,1
Bhutan,2.17.20,0
Bosnia and Herzegovina,2.17.20,0
Brazil,2.17.20,0
Cambodia,2.17.20,1
Cameroon,2.17.20,0
Canada,2.17.20,8
Chile,2.17.20,0
Colombia,2.17.20,0
Costa Rica,2.17.20,0
Croatia,2.17.20,0
Czech Republic,2.17.20,0
Denmark,2.17.20,0
Dominican Republic,2.17.20,0
Ecuador,2.17.20,0
Egypt,2.17.20,1
Estonia,2.17.20,0
Faroe Islands,2.17.20,0
Finland,2.17.20,1
France,2.17.20,12
French Guiana,2.17.20,0
Georgia,2.17.20,0
Germany,2.17.20,16
Gibraltar,2.17.20,0
Greece,2.17.20,0
Hong Kong,2.17.20,60
Hungary,2.17.20,0
Iceland,2.17.20,0
India,2.17.20,3
Indonesia,2.17.20,0
Iran,2.17.20,0
Iraq,2.17.20,0
Ireland,2.17.20,0
Israel,2.17.20,0
Italy,2.17.20,3
Japan,2.17.20,66
Jordan,2.17.20,0
Kuwait,2.17.20,0
Latvia,2.17.20,0
Lebanon,2.17.20,0
Liechtenstein,2.17.20,0
Lithuania,2.17.20,0
Luxembourg,2.17.20,0
Macau,2.17.20,10
Mainland China,2.17.20,72364
Malaysia,2.17.20,22
Malta,2.17.20,0
Martinique,2.17.20,0
Mexico,2.17.20,0
Monaco,2.17.20,0
Morocco,2.17.20,0
Nepal,2.17.20,1
Netherlands,2.17.20,0
New Zealand,2.17.20,0
Nigeria,2.17.20,0
North Macedonia,2.17.20,0
Norway,2.17.20,0
Oman,2.17.20,0
Others,2.17.20,454
Pakistan,2.17.20,0
Palestine,2.17.20,0
Peru,2.17.20,0
Philippines,2.17.20,3
Poland,2.17.20,0
Portugal,2.17.20,0
Qatar,2.17.20,0
Romania,2.17.20,0
Russia,2.17.20,2
Saint Barthelemy,2.17.20,0
San Marino,2.17.20,0
Saudi Arabia,2.17.20,0
Senegal,2.17.20,0
Serbia,2.17.20,0
Singapore,2.17.20,77
Slovakia,2.17.20,0
Slovenia,2.17.20,0
South Africa,2.17.20,0
South Korea,2.17.20,30
Spain,2.17.20,2
Sri Lanka,2.17.20,1
Sweden,2.17.20,1
Switzerland,2.17.20,0
Taiwan,2.17.20,22
Thailand,2.17.20,35
Togo,2.17.20,0
Tunisia,2.17.20,0
UK,2.17.20,9
Ukraine,2.17.20,0
United Arab Emirates,2.17.20,9
US,2.17.20,15
Vatican City,2.17.20,0
Vietnam,2.17.20,16
Afghanistan,2.18.20,0
Algeria,2.18.20,0
Andorra,2.18.20,0
Argentina,2.18.20,0
Armenia,2.18.20,0
Australia,2.18.20,15
Austria,2.18.20,0
Azerbaijan,2.18.20,0
Bahrain,2.18.20,0
Belarus,2.18.20,0
Belgium,2.18.20,1
Bhutan,2.18.20,0
Bosnia and Herzegovina,2.18.20,0
Brazil,2.18.20,0
Cambodia,2.18.20,1
Cameroon,2.18.20,0
Canada,2.18.20,8
Chile,2.18.20,0
Colombia,2.18.20,0
Costa Rica,2.18.20,0
Croatia,2.18.20,0
Czech Republic,2.18.20,0
Denmark,2.18.20,0
Dominican Republic,2.18.20,0
Ecuador,2.18.20,0
Egypt,2.18.20,1
Estonia,2.18.20,0
Faroe Islands,2.18.20,0
Finland,2.18.20,1
France,2.18.20,12
French Guiana,2.18.20,0
Georgia,2.18.20,0
Germany,2.18.20,16
Gibraltar,2.18.20,0
Greece,2.18.20,0
Hong Kong,2.18.20,62
Hungary,2.18.20,0
Iceland,2.18.20,0
India,2.18.20,3
Indonesia,2.18.20,0
Iran,2.18.20,0
Iraq,2.18.20,0
Ireland,2.18.20,0
Israel,2.18.20,0
Italy,2.18.20,3
Japan,2.18.20,74
Jordan,2.18.20,0
Kuwait,2.18.20,0
Latvia,2.18.20,0
Lebanon,2.18.20,0
Liechtenstein,2.18.20,0
Lithuania,2.18.20,0
Luxembourg,2.18.20,0
Macau,2.18.20,10
Mainland China,2.18.20,74139
Malaysia,2.18.20,22
Malta,2.18.20,0
Martinique,2.18.20,0
Mexico,2.18.20,0
Monaco,2.18.20,0
Morocco,2.18.20,0
Nepal,2.18.20,1
Netherlands,2.18.20,0
New Zealand,2.18.20,0
Nigeria,2.18.20,0
North Macedonia,2.18.20,0
Norway,2.18.20,0
Oman,2.18.20,0
Others,2.18.20,542
Pakistan,2.18.20,0
Palestine,2.18.20,0
Peru,2.18.20,0
Philippines,2.18.20,3
Poland,2.18.20,0
Portugal,2.18.20,0
Qatar,2.18.20,0
Romania,2.18.20,0
Russia,2.18.20,2
Saint Barthelemy,2.18.20,0
San Marino,2.18.20,0
Saudi Arabia,2.18.20,0
Senegal,2.18.20,0
Serbia,2.18.20,0
Singapore,2.18.20,81
Slovakia,2.18.20,0
Slovenia,2.18.20,0
South Africa,2.18.20,0
South Korea,2.18.20,31
Spain,2.18.20,2
Sri Lanka,2.18.20,1
Sweden,2.18.20,1
Switzerland,2.18.20,0
Taiwan,2.18.20,22
Thailand,2.18.20,35
Togo,2.18.20,0
Tunisia,2.18.20,0
UK,2.18.20,9
Ukraine,2.18.20,0
United Arab Emirates,2.18.20,9
US,2.18.20,15
Vatican City,2.18.20,0
Vietnam,2.18.20,16
Afghanistan,2.19.20,0
Algeria,2.19.20,0
Andorra,2.19.20,0
Argentina,2.19.20,0
Armenia,2.19.20,0
Australia,2.19.20,15
Austria,2.19.20,0
Azerbaijan,2.19.20,0
Bahrain,2.19.20,0
Belarus,2.19.20,0
Belgium,2.19.20,1
Bhutan,2.19.20,0
Bosnia and Herzegovina,2.19.20,0
Brazil,2.19.20,0
Cambodia,2.19.20,1
Cameroon,2.19.20,0
Canada,2.19.20,8
Chile,2.19.20,0
Colombia,2.19.20,0
Costa Rica,2.19.20,0
Croatia,2.19.20,0
Czech Republic,2.19.20,0
Denmark,2.19.20,0
Dominican Republic,2.19.20,0
Ecuador,2.19.20,0
Egypt,2.19.20,1
Estonia,2.19.20,0
Faroe Islands,2.19.20,0
Finland,2.19.20,1
France,2.19.20,12
French Guiana,2.19.20,0
Georgia,2.19.20,0
Germany,2.19.20,16
Gibraltar,2.19.20,0
Greece,2.19.20,0
Hong Kong,2.19.20,63
Hungary,2.19.20,0
Iceland,2.19.20,0
India,2.19.20,3
Indonesia,2.19.20,0
Iran,2.19.20,2
Iraq,2.19.20,0
Ireland,2.19.20,0
Israel,2.19.20,0
Italy,2.19.20,3
Japan,2.19.20,84
